Frame   1/3171   left_PSNR_before: 13.7351  left_PSNR_after: 29.4674  left_PSNR_gain: 15.7323 left_SSIM_before: 0.8338 left_SSIM_after: 0.9675 left_SSIM_gain: 0.1337 right_PSNR_before: 13.6086  right_PSNR_after: 29.2277  right_PSNR_gain: 15.6191 right_SSIM_before: 0.8263 right_SSIM_after: 0.9610 right_SSIM_gain: 0.1346
Frame   2/3171   left_PSNR_before: 13.4096  left_PSNR_after: 29.9514  left_PSNR_gain: 16.5418 left_SSIM_before: 0.8301 left_SSIM_after: 0.9665 left_SSIM_gain: 0.1364 right_PSNR_before: 13.2629  right_PSNR_after: 29.3498  right_PSNR_gain: 16.0869 right_SSIM_before: 0.8243 right_SSIM_after: 0.9617 right_SSIM_gain: 0.1375
Frame   3/3171   left_PSNR_before: 13.5520  left_PSNR_after: 30.0687  left_PSNR_gain: 16.5167 left_SSIM_before: 0.8346 left_SSIM_after: 0.9674 left_SSIM_gain: 0.1328 right_PSNR_before: 13.4270  right_PSNR_after: 29.5998  right_PSNR_gain: 16.1727 right_SSIM_before: 0.8283 right_SSIM_after: 0.9643 right_SSIM_gain: 0.1360
Frame   4/3171   left_PSNR_before: 13.5164  left_PSNR_after: 29.9430  left_PSNR_gain: 16.4266 left_SSIM_before: 0.8351 left_SSIM_after: 0.9679 left_SSIM_gain: 0.1328 right_PSNR_before: 13.3712  right_PSNR_after: 29.0116  right_PSNR_gain: 15.6404 right_SSIM_before: 0.8294 right_SSIM_after: 0.9636 right_SSIM_gain: 0.1343
Frame   5/3171   left_PSNR_before: 13.4334  left_PSNR_after: 30.2315  left_PSNR_gain: 16.7981 left_SSIM_before: 0.8352 left_SSIM_after: 0.9668 left_SSIM_gain: 0.1316 right_PSNR_before: 13.2654  right_PSNR_after: 28.8381  right_PSNR_gain: 15.5728 right_SSIM_before: 0.8292 right_SSIM_after: 0.9603 right_SSIM_gain: 0.1312
Frame   6/3171   left_PSNR_before: 13.5618  left_PSNR_after: 30.2091  left_PSNR_gain: 16.6472 left_SSIM_before: 0.8416 left_SSIM_after: 0.9668 left_SSIM_gain: 0.1252 right_PSNR_before: 13.4612  right_PSNR_after: 29.2746  right_PSNR_gain: 15.8134 right_SSIM_before: 0.8367 right_SSIM_after: 0.9621 right_SSIM_gain: 0.1255
Frame   7/3171   left_PSNR_before: 13.6639  left_PSNR_after: 30.5543  left_PSNR_gain: 16.8904 left_SSIM_before: 0.8471 left_SSIM_after: 0.9686 left_SSIM_gain: 0.1215 right_PSNR_before: 13.4731  right_PSNR_after: 29.4985  right_PSNR_gain: 16.0254 right_SSIM_before: 0.8356 right_SSIM_after: 0.9625 right_SSIM_gain: 0.1269
Frame   8/3171   left_PSNR_before: 10.8515  left_PSNR_after: 27.8267  left_PSNR_gain: 16.9752 left_SSIM_before: 0.7873 left_SSIM_after: 0.9555 left_SSIM_gain: 0.1682 right_PSNR_before: 10.7597  right_PSNR_after: 28.3001  right_PSNR_gain: 17.5404 right_SSIM_before: 0.7772 right_SSIM_after: 0.9506 right_SSIM_gain: 0.1734
Frame   9/3171   left_PSNR_before: 10.8712  left_PSNR_after: 28.1018  left_PSNR_gain: 17.2306 left_SSIM_before: 0.7908 left_SSIM_after: 0.9568 left_SSIM_gain: 0.1659 right_PSNR_before: 10.7901  right_PSNR_after: 28.6103  right_PSNR_gain: 17.8202 right_SSIM_before: 0.7798 right_SSIM_after: 0.9511 right_SSIM_gain: 0.1712
Frame  10/3171   left_PSNR_before: 10.9045  left_PSNR_after: 27.9180  left_PSNR_gain: 17.0135 left_SSIM_before: 0.7960 left_SSIM_after: 0.9574 left_SSIM_gain: 0.1614 right_PSNR_before: 10.8867  right_PSNR_after: 28.5544  right_PSNR_gain: 17.6677 right_SSIM_before: 0.7862 right_SSIM_after: 0.9518 right_SSIM_gain: 0.1655
Frame  11/3171   left_PSNR_before: 10.8890  left_PSNR_after: 27.5927  left_PSNR_gain: 16.7037 left_SSIM_before: 0.7977 left_SSIM_after: 0.9581 left_SSIM_gain: 0.1604 right_PSNR_before: 10.8668  right_PSNR_after: 28.3268  right_PSNR_gain: 17.4600 right_SSIM_before: 0.7902 right_SSIM_after: 0.9546 right_SSIM_gain: 0.1644
Frame  12/3171   left_PSNR_before: 10.8571  left_PSNR_after: 27.7096  left_PSNR_gain: 16.8526 left_SSIM_before: 0.7958 left_SSIM_after: 0.9580 left_SSIM_gain: 0.1622 right_PSNR_before: 10.8000  right_PSNR_after: 28.4722  right_PSNR_gain: 17.6722 right_SSIM_before: 0.7875 right_SSIM_after: 0.9531 right_SSIM_gain: 0.1656
Frame  13/3171   left_PSNR_before: 10.8250  left_PSNR_after: 27.8094  left_PSNR_gain: 16.9845 left_SSIM_before: 0.7961 left_SSIM_after: 0.9584 left_SSIM_gain: 0.1622 right_PSNR_before: 10.7716  right_PSNR_after: 28.5250  right_PSNR_gain: 17.7534 right_SSIM_before: 0.7885 right_SSIM_after: 0.9521 right_SSIM_gain: 0.1636
Frame  14/3171   left_PSNR_before: 10.8143  left_PSNR_after: 27.8907  left_PSNR_gain: 17.0764 left_SSIM_before: 0.7954 left_SSIM_after: 0.9586 left_SSIM_gain: 0.1632 right_PSNR_before: 10.7760  right_PSNR_after: 28.5152  right_PSNR_gain: 17.7392 right_SSIM_before: 0.7893 right_SSIM_after: 0.9543 right_SSIM_gain: 0.1649
Frame  15/3171   left_PSNR_before: 14.1775  left_PSNR_after: 29.9998  left_PSNR_gain: 15.8223 left_SSIM_before: 0.7947 left_SSIM_after: 0.9650 left_SSIM_gain: 0.1703 right_PSNR_before: 13.8997  right_PSNR_after: 29.5469  right_PSNR_gain: 15.6472 right_SSIM_before: 0.7879 right_SSIM_after: 0.9602 right_SSIM_gain: 0.1724
Frame  16/3171   left_PSNR_before: 14.3246  left_PSNR_after: 31.1830  left_PSNR_gain: 16.8584 left_SSIM_before: 0.7965 left_SSIM_after: 0.9671 left_SSIM_gain: 0.1706 right_PSNR_before: 14.2393  right_PSNR_after: 30.0191  right_PSNR_gain: 15.7798 right_SSIM_before: 0.7944 right_SSIM_after: 0.9639 right_SSIM_gain: 0.1695
Frame  17/3171   left_PSNR_before: 14.2849  left_PSNR_after: 31.3646  left_PSNR_gain: 17.0797 left_SSIM_before: 0.7968 left_SSIM_after: 0.9670 left_SSIM_gain: 0.1702 right_PSNR_before: 14.1384  right_PSNR_after: 30.3777  right_PSNR_gain: 16.2393 right_SSIM_before: 0.7918 right_SSIM_after: 0.9644 right_SSIM_gain: 0.1725
Frame  18/3171   left_PSNR_before: 14.5651  left_PSNR_after: 31.7413  left_PSNR_gain: 17.1762 left_SSIM_before: 0.8035 left_SSIM_after: 0.9689 left_SSIM_gain: 0.1655 right_PSNR_before: 14.3622  right_PSNR_after: 30.3980  right_PSNR_gain: 16.0358 right_SSIM_before: 0.7975 right_SSIM_after: 0.9646 right_SSIM_gain: 0.1671
